season;episode;speaker;Symptom;Test;Drug;Procedure;Intent;diagnosis_stage;Sarcasm;Emotion;Organ;correct_prediction;text;medical_entities;q_count;ex_count
2;15;chase;gıda alerjisi;;;;hipotez;hipotez;0;nötr;;;gıda alerjisi yeniden değerlendirildi;"[{""text"":""alerji"",""type"":""disease""}]";0;0
2;15;foreman;lupus;ana;;;hipotez;test;0;nötr;böbrek;;lupus olasılığı için ana istendi;"[{""text"":""lupus"",""type"":""disease""},{""text"":""ana"",""type"":""test""}]";0;0
2;15;house;ağır metal toksisitesi;kan testi;;;hipotez;test;0;ciddi;;;ağır metal zehirlenmesi düşünüldü;"[{""text"":""toksisite"",""type"":""disease""}]";0;0
2;15;cameron;kurşun maruziyeti;kan testi;;;hipotez;test;0;nötr;;;kurşun maruziyeti araştırıldı;"[{""text"":""kurşun"",""type"":""disease""}]";0;0
2;15;cameron;cıva maruziyeti;kan testi;;;hipotez;test;0;nötr;;;cıva düzeyi araştırıldı;"[{""text"":""cıva"",""type"":""disease""}]";0;0
2;15;cameron;arsenik maruziyeti;kan testi;;;hipotez;test;0;nötr;;;arsenik açısından tarama yapıldı;"[{""text"":""arsenik"",""type"":""disease""}]";0;0
2;15;house;kurşun tedavisi;;şelasyon;;tedavi;tedavi;0;nötr;;;kurşun zehirlenmesine yönelik tedavi başlandı;"[{""text"":""şelasyon"",""type"":""procedure""}]";0;0
2;15;chase;alt ekstremite ağrısı;;gabapentin;;tanı;diğer;0;ciddi;bacak;;alt ekstremitelerde şiddetli ağrı gelişti;"[{""text"":""nöropatik ağrı"",""type"":""disease""},{""text"":""gabapentin"",""type"":""drug""}]";0;0
2;15;chase;dil ödemi;;;;tanı;diğer;0;ciddi;ağız;;dil ödemi nedeniyle hava yolu kapandı;"[{""text"":""ödem"",""type"":""disease""}]";0;0
2;15;chase;trakeotomi;;;trakeotomi;tedavi;diğer;0;ciddi;boğaz;;acil trakeotomi uygulandı;"[{""text"":""trakeotomi"",""type"":""procedure""}]";0;0
2;15;foreman;proteinüri;idrar testi;;;diğer;test;0;nötr;böbrek;;idrarda yüksek protein saptandı;"[{""text"":""proteinüri"",""type"":""disease""}]";0;0
2;15;foreman;hematüri;idrar testi;;;diğer;test;0;nötr;böbrek;;idrarda eritrosit görüldü;"[{""text"":""hematüri"",""type"":""disease""}]";0;0
2;15;foreman;lupus nefriti;;;;hipotez;hipotez;0;ciddi;böbrek;;lupus nefriti düşünüldü;"[{""text"":""lupus nefriti"",""type"":""disease""}]";0;0
2;15;foreman;kortikosteroid;;kortikosteroid;;tedavi;tedavi;0;nötr;;;kortikosteroid tedavisi uygulandı;"[{""text"":""kortikosteroid"",""type"":""drug""}]";0;0
2;15;foreman;siklofosfamid;;siklofosfamid;;tedavi;tedavi;0;ciddi;;;siklofosfamid seçeneği değerlendirildi;"[{""text"":""siklofosfamid"",""type"":""drug""}]";0;0
2;15;house;immünsüpresan;;immünsüpresan;;tedavi;tedavi;0;nötr;;;immünsüpresan tedavi seçeneği tartışıldı;"[{""text"":""immünsüpresan"",""type"":""drug""}]";0;0
2;15;foreman;kardiyovasküler yetmezlik;;;;açıklama;diğer;0;ciddi;kalp;;lupus nadiren kardiyovasküler yetmezliğe yol açabilir;"[{""text"":""yetmezlik"",""type"":""disease""}]";0;0
2;15;foreman;renal yetmezlik;;;;açıklama;diğer;0;ciddi;böbrek;;lupus nadiren renal yetmezliğe neden olabilir;"[{""text"":""renal yetmezlik"",""type"":""disease""}]";0;0
2;15;house;kardiyak arrest;;;;tanı;diğer;0;ciddi;kalp;;hasta kardiyak arrest geçirdi;"[{""text"":""kardiyak arrest"",""type"":""disease""}]";0;0
2;15;cameron;çoklu organ yetmezliği;;;;tanı;diğer;0;ciddi;;;akciğer böbrek ve kalp fonksiyonları bozuldu;"[{""text"":""çoklu organ yetmezliği"",""type"":""disease""}]";0;0
2;15;house;viral enfeksiyon;viral panel;;;hipotez;test;0;nötr;;;viral enfeksiyon olasılığı yeniden değerlendirildi;"[{""text"":""viral enfeksiyon"",""type"":""disease""}]";0;0
2;15;house;postviral reaksiyon;;;;tanı;tanı;0;nötr;bağışıklık;;postviral otoimmün reaksiyon düşünüldü;"[{""text"":""postviral reaksiyon"",""type"":""disease""}]";0;0
2;15;house;interferon;ıv interferon;interferon;;tedavi;tedavi;0;ciddi;;;intravenöz interferon başlandı;"[{""text"":""interferon"",""type"":""drug""}]";0;0
2;15;foreman;kemik iliği baskılanması;;;;diğer;diğer;0;ciddi;kan;;interferon kemik iliğini baskılayabilir;"[{""text"":""kemik iliği baskılanması"",""type"":""disease""}]";0;0
2;15;foreman;immunosupresyon;;;;diğer;diğer;0;ciddi;bağışıklık;;önceki tedavi nedeniyle hasta immünsüprese kaldı;"[{""text"":""immunosupresyon"",""type"":""disease""}]";0;0
2;15;cameron;negatif viral titre;viral titre;;;diğer;test;0;nötr;;;viral titre testleri negatif geldi;"[{""text"":""viral titre"",""type"":""test""}]";0;0
2;15;house;altın toksisitesi;ağır metal testi;;;tanı;test;0;ciddi;;;ağır metal taramasında altın düzeyi yüksek bulundu;"[{""text"":""altın toksisitesi"",""type"":""disease""}]";0;0
2;15;house;;;;;açıklama;yok;0;nötr;;;bu cevap bizi doğru yere götürmedi;[];0;0
2;15;house;artrit ilacı;;;;açıklama;değerlendirme;0;nötr;eklem;;bu madde artrit tedavisinde kullanılabilir;"[{""text"":""artrit"",""type"":""disease""}]";0;0
2;15;house;cinayet girişimi;;;;tanı;değerlendirme;0;ciddi;;;eş tarafından zehirleme girişimi saptandı;"[{""text"":""zehirleme"",""type"":""disease""}]";0;0
2;15;cameron;dimerkaprol;;dimerkaprol;;tedavi;tedavi;0;ciddi;;;şelasyon için dimerkaprol başlandı;"[{""text"":""dimerkaprol"",""type"":""drug""}]";0;0
2;15;cameron;böbrek hasarı;;;;tanı;diğer;0;ciddi;böbrek;;böbrek fonksiyonları henüz düzelmedi;"[{""text"":""böbrek hasarı"",""type"":""disease""}]";0;0
2;15;cameron;akciğer nakli;;;ameliyat;diğer;tedavi;0;ciddi;akciğer;;hasta akciğer nakline ihtiyaç duyabilir;"[{""text"":""akciğer nakli"",""type"":""procedure""}]";0;0
2;15;house;kalıcı akciğer hasarı;;;;diğer;diğer;0;ciddi;akciğer;;akciğer hasarı kalıcı olabilir;"[{""text"":""akciğer hasarı"",""type"":""disease""}]";0;0
2;15;house;nörolojik iyileşme;;;;diğer;diğer;0;nötr;beyin;;uygun tedavi ile nörolojik iyileşme bekleniyor;"[{""text"":""iyileşme"",""type"":""disease""}]";0;0
2;15;cameron;;;;;açıklama;yok;0;nötr;;;hastanın durumu yeniden değerlendirilmeli;[];0;0
2;15;foreman;oksijen kaybı;;;;diğer;diğer;0;ciddi;akciğer;;kısa süreli oksijen kaybı yaşandı;"[{""text"":""hipoksi"",""type"":""disease""}]";0;0
2;15;cameron;pulse dönüşü;;;;diğer;diğer;0;nötr;kalp;;resüsitasyon sonrası nabız geri geldi;"[{""text"":""nabız"",""type"":""disease""}]";0;0
2;15;house;kronik akciğer hastalığı;;;;tanı;diğer;0;nötr;akciğer;;uzun dönem solunum takibi gerekecek;"[{""text"":""kronik akciğer hastalığı"",""type"":""disease""}]";0;0
2;15;house;taburculuk planı;;;;diğer;diğer;0;nötr;;;hasta stabil olunca taburculuk planlanacak;"[{""text"":""izlem"",""type"":""procedure""}]";0;0
2;18;hannah;uykusuzluk;;;;diğer;diğer;0;diğer;beyin;veba;ben iyiyim uyuyamıyorum;"[{""text"":""uykusuzluk"",""type"":""symptom""}]";0;0
2;18;max;;;uyku hapları;;diğer;diğer;0;diğer;;veba;ne yaptın uyku haplarını yutmuş;"[{""text"":""uyku hapları"",""type"":""drug""}]";1;0
2;18;house;;;;;açıklama;hipotez;1;nötr;beyin;veba;yalan söylüyor rem uykusu olmadan nöronların rejenerasyonu durur beyin lob lob kapanır beş gün sonra delirirdi on günde ölürdü;"[{""text"":""rem uykusu"",""type"":""symptom""},{""text"":""nöronlar"",""type"":""anatomy""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;18;cuddy;;;uyku hapları;;açıklama;diğer;0;nötr;;veba;hapları uyumak için aldı kendini öldürmek için değil işe yaramadı bütün şişeyi içmesine rağmen uyanık kaldı;"[{""text"":""uyku hapları"",""type"":""drug""}]";0;0
2;18;cameron;;;sedatifler;;hipotez;tedavi;0;nötr;;veba;acil serviste sedatif vermeyi denemişlerdir dozu artırmalıyız;"[{""text"":""sedatifler"",""type"":""drug""}]";0;0
2;18;foreman;;;;;açıklama;hipotez;0;nötr;beyin;veba;sedasyon uyku ile aynı şey değil uyku aktif bir süreçtir sistemi yeniden başlatır beyni restore eder;"[{""text"":""sedasyon"",""type"":""drug""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;18;chase;;;steroidler, ibuprofen;;açıklama;diğer;0;nötr;;veba;yakın zamanda aldığı ilaçlar sarmaşık zehirlenmesi için steroidler ve kayak yaralanması için ibuprofen;"[{""text"":""steroidler"",""type"":""drug""},{""text"":""ibuprofen"",""type"":""drug""}]";0;0
2;18;house;;;;;açıklama;hipotez;0;nötr;beyin;veba;beyni görüntüleme cihazlarında ortaya çıkmayan bir şey hasta ama görecek kadar hasta değil stres altına alın beyni zorla uyanık tutun;"[{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;18;foreman;;;;;diğer;diğer;0;nötr;beyin;veba;normal birinci aşama beyin dalgaları uyudu ama sadece 10 saniye maksimum bir dakika;"[{""text"":""beyin dalgaları"",""type"":""test""}]";0;0
2;18;foreman;;;;;açıklama;değerlendirme;0;nötr;beyin;veba;bt'de tümör yok pıhtı yok nöbet bozukluğu yok;"[{""text"":""bt"",""type"":""test""},{""text"":""tümör"",""type"":""disease""},{""text"":""nöbet"",""type"":""symptom""}]";0;0
2;18;cameron;rektal kanama;;;;diğer;diğer;0;endişe;gı;veba;büyük bir kan lekesi var çarşaflarda rektal kanama;"[{""text"":""rektal kanama"",""type"":""symptom""}]";0;0
2;18;house;;;;kolonoskopi;açıklama;test;0;nötr;gı;veba;kolonoskopi yapın kolonda tümör bulursanız bayıltabilirsiniz bulamazsanız uyanık kalır;"[{""text"":""kolonoskopi"",""type"":""procedure""},{""text"":""tümör"",""type"":""disease""}]";0;0
2;18;cameron;nazal epitel;;;;açıklama;test;0;nötr;burun;veba;rektal kanamanın patolojisinde nazal epitel izleri bulundu yani kıç kanaması aslında burun kanaması;"[{""text"":""nazal epitel"",""type"":""anatomy""},{""text"":""burun kanaması"",""type"":""symptom""}]";0;0
2;18;foreman;sinüs kanaması;;;;hipotez;hipotez;0;nötr;burun;veba;masif sinüs kanaması olmalı boğazından aşağı akıyor ve arkadan çıkıyor;"[{""text"":""sinüs kanaması"",""type"":""symptom""}]";0;0
2;18;foreman;;;;;hipotez;hipotez;0;nötr;;veba;fare zehiri bir tür nörojenik toksinle karıştırılmış olabilir kanamaya ve uyku bozukluğuna neden olabilir;"[{""text"":""nörojenik toksin"",""type"":""disease""},{""text"":""kanama"",""type"":""symptom""}]";0;0
2;18;house;;;;;hipotez;hipotez;0;nötr;;veba;ya sarmaşık zehirlenmesi gerçek sarmaşık zehirlenmesi değilse döküntü artı burun kanaması artı uyku bozukluğu eşittir wegener granülomatozu;"[{""text"":""wegener granülomatozu"",""type"":""disease""},{""text"":""döküntü"",""type"":""symptom""},{""text"":""burun kanaması"",""type"":""symptom""}]";1;0
2;18;house;;;kortikosteroid;;açıklama;tedavi;0;nötr;;veba;kortikosteroid tedavisine başlayın dozu üç katına çıkarın wegener'i doğrulamak için üst solunum yolu biyopsisi alın;"[{""text"":""kortikosteroid"",""type"":""drug""},{""text"":""biyopsi"",""type"":""procedure""},{""text"":""wegener"",""type"":""disease""}]";0;0
2;18;chase;rem;;;;diğer;diğer;0;diğer;beyin;veba;gözleri hızla sağa sola hareket ediyor rem gibi görünüyor ama uyanık;"[{""text"":""rem"",""type"":""symptom""},{""text"":""göz hareketi"",""type"":""symptom""}]";0;0
2;18;house;;;;;açıklama;hipotez;0;nötr;beyin;veba;oturuyorsa rem değildi rem uykusunda kas tonusunu koruyup dik oturmak imkansız hareket bozukluğu wegener'i ekarte eder;"[{""text"":""rem"",""type"":""symptom""},{""text"":""kas tonusu"",""type"":""symptom""},{""text"":""hareket bozukluğu"",""type"":""symptom""}]";0;0
2;18;chase;;;;;hipotez;hipotez;0;nötr;;veba;kuduz kas spazmları halsizlik anksiyete ve uyanıklığa neden olabilir;"[{""text"":""kuduz"",""type"":""disease""},{""text"":""kas spazmları"",""type"":""symptom""}]";0;0
2;18;cameron;iç kanama;;;;diğer;diğer;0;endişe;;veba;sırtında koyu kırmızı bir yama var masif iç kanama;"[{""text"":""iç kanama"",""type"":""symptom""}]";0;0
2;18;foreman;karaciğer yetmezliği;;;;açıklama;diğer;0;ciddi;karaciğer;veba;karaciğer fonksiyon testleri tavan yapmış karaciğer bitmemiş ölmüş tanıya değil yeni karaciğere ihtiyacı var;"[{""text"":""karaciğer yetmezliği"",""type"":""disease""},{""text"":""karaciğer"",""type"":""anatomy""}]";0;0
2;18;house;;;;;açıklama;değerlendirme;0;ciddi;karaciğer;veba;akut karaciğer yetmezliğindesin transfüzyonlara ve laktüloza devam edebiliriz ama sadece geçici birkaç saat içinde komaya gireceksin ve uyanmayacaksın;"[{""text"":""karaciğer yetmezliği"",""type"":""disease""},{""text"":""laktüloz"",""type"":""drug""},{""text"":""koma"",""type"":""symptom""}]";0;0
2;18;house;;;;karaciğer nakli;açıklama;tedavi;0;nötr;karaciğer;veba;nakil bize zaman kazandırır ama tanı olmadan organ tedarik ajansı karaciğer vermez canlı donör olabilir;"[{""text"":""karaciğer nakli"",""type"":""procedure""},{""text"":""karaciğer"",""type"":""anatomy""}]";0;0
2;18;foreman;;;;;hipotez;hipotez;0;nötr;karaciğer;veba;nadir ama hepatit virüslerinden herhangi biri uyku bozukluğuna ve karaciğer yetmezliğine neden olabilir;"[{""text"":""hepatit"",""type"":""disease""},{""text"":""karaciğer yetmezliği"",""type"":""disease""}]";0;0
2;18;chase;;;;pcr;açıklama;test;0;nötr;;veba;hayır pcr'lar normal;"[{""text"":""pcr"",""type"":""test""}]";0;0
2;18;chase;;;;;hipotez;hipotez;0;nötr;;veba;dalak kanseri ya da non hodgkin lenfoma yaşı uyuyor;"[{""text"":""dalak kanseri"",""type"":""disease""},{""text"":""non-hodgkin lenfoma"",""type"":""disease""}]";1;0
2;18;foreman;;;;;hipotez;hipotez;0;nötr;;veba;wilson hastalığı karaciğeri ve nörolojik semptomları açıklayabilir kanama bozukluklarına da neden olur;"[{""text"":""wilson hastalığı"",""type"":""disease""},{""text"":""karaciğer"",""type"":""anatomy""},{""text"":""kanama bozuklukları"",""type"":""symptom""}]";0;0
2;18;chase;;;;;açıklama;test;0;nötr;;veba;gözlerinde kayser fleischer halkaları yok;"[{""text"":""kayser-fleischer halkaları"",""type"":""symptom""}]";0;0
2;18;house;;;;;hipotez;hipotez;0;nötr;;veba;nörolojik semptomlar varsa halkalar orada olmak zorunda değil zehirli mantar karaciğer yetmezliği uyku bozukluğu ve iç kanama yapabilir;"[{""text"":""zehirli mantar"",""type"":""disease""},{""text"":""karaciğer yetmezliği"",""type"":""disease""}]";0;0
2;18;house;;;;endoskopi;açıklama;test;0;nötr;;veba;safra kanallarını endoskopi yaparken mide mantarı sporları için kazıyın karaciğeri bt'leyin protein ca125 ve ca19 5 kontrol edin;"[{""text"":""endoskopi"",""type"":""procedure""},{""text"":""bt"",""type"":""test""},{""text"":""ca125"",""type"":""test""},{""text"":""ca19.5"",""type"":""test""}]";0;0
2;18;foreman;;;;;açıklama;test;0;nötr;;veba;wilson hastalığı için negatif görünüyor dopar dikarboksi normal işlendi seroloplazmin ve bakır seviyeleri normal;"[{""text"":""wilson hastalığı"",""type"":""disease""},{""text"":""seroloplazmin"",""type"":""test""},{""text"":""bakır"",""type"":""test""}]";0;0
2;18;cameron;;;;;açıklama;test;0;nötr;;veba;mide içeriği spor için negatif mantar toksisitesi yok;"[{""text"":""mantar toksisitesi"",""type"":""disease""}]";0;0
2;18;wilson;;;immünosupresanlar;;açıklama;değerlendirme;0;nötr;kan;veba;immünosupresanlar verdikten sonra kanı bulanık net sonuç almamızı engelliyor;"[{""text"":""immünosupresanlar"",""type"":""drug""}]";0;0
2;18;max;;;;;açıklama;diğer;0;endişe;kalp;veba;kalbi durdu arrest geçirdi;"[{""text"":""kardiyak arrest"",""type"":""symptom""},{""text"":""kalp"",""type"":""anatomy""}]";0;0
2;18;foreman;;;immünosupresanlar;;açıklama;tedavi;0;ciddi;karaciğer;veba;yeni karaciğeri koruyan tüm immünosupresanları durdurmamız gerekiyor dış etkileri kaldırarak vücudunda gerçekte ne olduğunu göreceğiz;"[{""text"":""immünosupresanlar"",""type"":""drug""},{""text"":""karaciğer"",""type"":""anatomy""},{""text"":""organ rejeksiyonu"",""type"":""disease""}]";0;0
2;18;hannah;;;;;soru;değerlendirme;0;diğer;karaciğer;veba;ilaçları durdurursanız ölürüm birkaç gün kazandırmak için bunu yaptınız ve şimdi geri mi alıyorsunuz;"[{""text"":""karaciğer"",""type"":""anatomy""}]";1;0
2;18;cameron;ateş;;;;diğer;diğer;0;nötr;;veba;ateş 106 tam rejeksiyon modunda;"[{""text"":""ateş"",""type"":""symptom""},{""text"":""rejeksiyon"",""type"":""disease""}]";0;0
2;18;house;beyaz küre normal;;;;açıklama;hipotez;0;nötr;kan;veba;normal normal değil steroidlerde immünosupresanlarda ve bir haftadan fazla uyumamış beyaz küre yerde olmalı sorun bir tür enfeksiyon;"[{""text"":""beyaz küre"",""type"":""test""},{""text"":""steroidler"",""type"":""drug""},{""text"":""enfeksiyon"",""type"":""disease""}]";0;0
2;18;foreman;;;;;hipotez;hipotez;0;nötr;;veba;tifo ya da bir çeşit nükseden ateş;"[{""text"":""tifo"",""type"":""disease""},{""text"":""nükseden ateş"",""type"":""disease""}]";1;0
2;18;house;;;;;hipotez;hipotez;0;nötr;;veba;sarmaşık zehirlenmesi teşhis edildiğinde aynı zamanda uykusuzluk da başladı döküntü artı burun kanaması artı uyku bozukluğu ya köpek batıdan geldiyse;"[{""text"":""döküntü"",""type"":""symptom""},{""text"":""burun kanaması"",""type"":""symptom""}]";1;0
2;18;house;püstül;;;;diğer;tanı;0;nötr;cilt;veba;sihirbazlık numarası görmek ister misin kolunu kaldırır ve büyük bir püstül yara ortaya çıkar simsiyah sıvı;"[{""text"":""püstül"",""type"":""symptom""}]";1;0
2;18;house;;;;;açıklama;tanı;0;ciddi;;veba;laboratuvara verin ve cdc'yi arayın veba hastamız var;"[{""text"":""veba"",""type"":""disease""}]";0;0
2;18;chase;;;;;soru;tanı;0;diğer;;veba;veba mı kara veba mı;"[{""text"":""kara veba"",""type"":""disease""}]";2;0
2;18;house;;;;;açıklama;tanı;0;nötr;;veba;veba kemirgenlerle taşınır köpeklerle değil ama köpek olan yerde pire var güneybatıdan geliyorlarsa pireler çayır köpeği ile yavru köpeği ayırt edemez az sayıda veba vakası uyku bozukluğu ile başlar;"[{""text"":""veba"",""type"":""disease""},{""text"":""pire"",""type"":""disease""},{""text"":""kemirgenler"",""type"":""anatomy""}]";0;0
2;18;house;;;;;açıklama;tanı;0;nötr;;veba;steroidler ve immünosupresanlar nehrin önünde baraj gibi davrandı barajı kaldırınca yüz metrelik bakteri duvarı lenf düğümlerini bastı;"[{""text"":""steroidler"",""type"":""drug""},{""text"":""immünosupresanlar"",""type"":""drug""},{""text"":""lenf düğümleri"",""type"":""anatomy""}]";0;0
2;18;house;;;streptomisin, sülfat gentamisin, tetrasiklin;;açıklama;tedavi;0;nötr;;veba;immünosupresanları yeniden başlatın sonra streptomisin sülfat gentamisin ve tetrasiklin ile doldurun kendinize de profilaktik tedavi alın;"[{""text"":""streptomisin"",""type"":""drug""},{""text"":""gentamisin"",""type"":""drug""},{""text"":""tetrasiklin"",""type"":""drug""},{""text"":""immünosupresanlar"",""type"":""drug""}]";0;0
2;18;house;;;;;açıklama;tanı;1;alaycı;;veba;endişelenme tedavi edilebilir;"[{""text"":""veba"",""type"":""disease""}]";0;0
2;18;foreman;;;;;açıklama;değerlendirme;0;nötr;;veba;makale konusu hastayı hipotermik kardiyak arrestle indükledik;"[{""text"":""hipotermik kardiyak arrest"",""type"":""procedure""}]";0;0
2;19;boyd;karın krampları;;;;diğer;diğer;0;diğer;karın;herpes ensefaliti;kaslarım kasılıyor karnımda şiddetli kramplar var;"[{""text"":""kramplar"",""type"":""symptom""},{""text"":""karın"",""type"":""anatomy""}]";0;0
2;19;cameron;düşük sodyum;;;;açıklama;test;0;nötr;kan;herpes ensefaliti;kan tahlilinde tek anormal bulgu düşük sodyum;"[{""text"":""düşük sodyum"",""type"":""symptom""},{""text"":""kan tahlili"",""type"":""test""}]";0;0
2;19;house;;;;;açıklama;hipotez;1;alaycı;;herpes ensefaliti;tanrıyla konuşuyorsun dinisin tanrı seninle konuşuyorsa psikotiksin;[];0;0
2;19;house;;;;;açıklama;hipotez;0;nötr;;herpes ensefaliti;hezeyan yok toksik tarama temiz kokain metamfetamin amfetamin diyet hapı yok;"[{""text"":""toksik tarama"",""type"":""test""},{""text"":""kokain"",""type"":""drug""},{""text"":""metamfetamin"",""type"":""drug""}]";0;0
2;19;house;;;;;hipotez;hipotez;0;nötr;;herpes ensefaliti;addison kontrol edildi mi;"[{""text"":""addison"",""type"":""disease""}]";1;0
2;19;chase;;;;;açıklama;test;0;nötr;;herpes ensefaliti;pigmentasyon yok ve potasyum seviyeleri normal;"[{""text"":""pigmentasyon"",""type"":""symptom""},{""text"":""potasyum"",""type"":""test""}]";0;0
2;19;foreman;;;;;açıklama;test;0;nötr;karaciğer;herpes ensefaliti;karaciğer muayenesi normal transaminazlar normal;"[{""text"":""karaciğer"",""type"":""anatomy""},{""text"":""transaminazlar"",""type"":""test""}]";0;0
2;19;house;polidipsi;;;;açıklama;hipotez;0;nötr;;herpes ensefaliti;su şişesini yeniden doldurmuş saatte birkaç kez aşırı su alımı düşük sodyuma neden olur;"[{""text"":""polidipsi"",""type"":""symptom""},{""text"":""düşük sodyum"",""type"":""symptom""}]";0;0
2;19;wilson;;;;;açıklama;hipotez;0;nötr;;herpes ensefaliti;aşırı su alımı düşük sodyuma neden olur bu da kramplara neden olur;"[{""text"":""düşük sodyum"",""type"":""symptom""},{""text"":""kramplar"",""type"":""symptom""}]";0;0
2;19;chase;nöbet;;;;diğer;diğer;0;nötr;beyin;herpes ensefaliti;kompleks parsiyel nöbet geçirdi tekrarlayan davranış duyarsızlık ve farkındalık eksikliği;"[{""text"":""kompleks parsiyel nöbet"",""type"":""symptom""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;19;cameron;;;;;hipotez;hipotez;0;nötr;;herpes ensefaliti;wilson hastalığı olabilir ya da glikojen depo hastalığı;"[{""text"":""wilson hastalığı"",""type"":""disease""},{""text"":""glikojen depo hastalığı"",""type"":""disease""}]";0;0
2;19;foreman;;;;;hipotez;hipotez;0;nötr;beyin;herpes ensefaliti;ya da beyin tümörü;"[{""text"":""beyin tümörü"",""type"":""disease""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;19;chase;;;;;hipotez;hipotez;0;nötr;;herpes ensefaliti;tüberoz skleroz;"[{""text"":""tüberoz skleroz"",""type"":""disease""}]";0;0
2;19;house;;;;mr;açıklama;test;0;nötr;beyin;herpes ensefaliti;beyninin mr'ını çekelim;"[{""text"":""mr"",""type"":""test""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;19;chase;;;;mr;açıklama;test;0;nötr;beyin;herpes ensefaliti;mr anormal bir alan gösteriyor tüberoz skleroz;"[{""text"":""mr"",""type"":""test""},{""text"":""tüberoz skleroz"",""type"":""disease""}]";0;0
2;19;foreman;;;;;açıklama;tanı;0;nötr;beyin;herpes ensefaliti;tüberoz skleroz genetik bir bozukluktur vücudun çeşitli yerlerinde küçük iyi huylu tümörler büyümesine neden olur bu durumda beyinde;"[{""text"":""tüberoz skleroz"",""type"":""disease""},{""text"":""iyi huylu tümör"",""type"":""disease""},{""text"":""beyin"",""type"":""anatomy""}]";0;0
2;19;chase;;;;ameliyat;açıklama;tedavi;0;nötr;beyin;herpes ensefaliti;semptomlar kötüleşiyor tümörler büyüyor ameliyat her şeyi düzeltir kimyasal dengesizlik nöbetler işitsel halüsinasyonlar;"[{""text"":""ameliyat"",""type"":""procedure""},{""text"":""nöbetler"",""type"":""symptom""},{""text"":""halüsinasyonlar"",""type"":""symptom""}]";0;0
2;19;wilson;tümör küçülmesi;;;;açıklama;diğer;0;diğer;karaciğer;herpes ensefaliti;grace'in kanser tümörlerinin görüntülerini aldım tümörler küçüldü;"[{""text"":""tümör küçülmesi"",""type"":""symptom""},{""text"":""kanser"",""type"":""disease""}]";0;0
2;19;house;;;;;açıklama;hipotez;0;nötr;beyin;herpes ensefaliti;her zaman var olan uzun süreli altta yatan bir durumdan geliyor olmalı sıradan bir dini manyak ki enfeksiyonu var tüberoz skleroz hafif bir vaka;"[{""text"":""tüberoz skleroz"",""type"":""disease""},{""text"":""enfeksiyon"",""type"":""disease""}]";0;0
2;19;house;ateş;;;;diğer;diğer;0;nötr;;herpes ensefaliti;ateşi 103 ve yükseliyor tüberoz skleroz ateş yapmaz;"[{""text"":""ateş"",""type"":""symptom""},{""text"":""tüberoz skleroz"",""type"":""disease""}]";0;0
2;19;wilson;;;;;hipotez;hipotez;0;nötr;;herpes ensefaliti;tüberoz skleroz suçluysa ateş masum bir seyirci olabilir;"[{""text"":""tüberoz skleroz"",""type"":""disease""},{""text"":""ateş"",""type"":""symptom""}]";1;0
2;19;house;;;;;hipotez;hipotez;0;nötr;;herpes ensefaliti;ya da burada kaptığı bir mikrop ya da burada verdiği bir mikrop virüs kansere saldırdı o yüzden tümör küçüldü;"[{""text"":""virüs"",""type"":""disease""},{""text"":""kanser"",""type"":""disease""},{""text"":""tümör"",""type"":""symptom""}]";0;0
2;19;house;;;;;açıklama;hipotez;0;nötr;;herpes ensefaliti;200 yıldır tümörleri hedefleyen vahşi virüs raporları var 1900'lerin başında bir italyan tıp dergisi serviks kanserli bir kadına zayıf kuduz suşu enjekte etmeyi yazmış tümörü küçülmüş;"[{""text"":""tümör"",""type"":""symptom""},{""text"":""kuduz"",""type"":""disease""},{""text"":""serviks kanseri"",""type"":""disease""}]";0;0
2;19;wilson;;;;;soru;hipotez;0;nötr;;herpes ensefaliti;kuduz mı verdiğini düşünüyorsun;"[{""text"":""kuduz"",""type"":""disease""}]";1;0
2;19;house;;;;;açıklama;hipotez;0;nötr;;herpes ensefaliti;kanser hücrelerine saldırmaya en yatkın virüs türlerinden biri herpes herpes ensefaliti uyar nöbet düşük sodyum hatta bulanık görme;"[{""text"":""herpes"",""type"":""disease""},{""text"":""herpes ensefaliti"",""type"":""disease""},{""text"":""nöbet"",""type"":""symptom""},{""text"":""düşük sodyum"",""type"":""symptom""}]";0;0
2;19;house;;;;;açıklama;tanı;0;nötr;;herpes ensefaliti;o kadına virüs verdin bulaştırmanın tek yolu kendi yaralarından birini kaşıyıp başka birinin yüzüne dokunmak;"[{""text"":""herpes"",""type"":""disease""}]";0;0
2;19;walter;;;;;soru;tanı;0;diğer;;herpes ensefaliti;herpes cinsel yolla bulaşan bir şey değil mi;"[{""text"":""herpes"",""type"":""disease""}]";1;0
2;19;house;herpes yarası;;;;diğer;tanı;0;nötr;cilt;herpes ensefaliti;herpes saklanır atak olur geçer geri gelir geçer geldiğinde yaran yoktu ama şimdi var;"[{""text"":""herpes"",""type"":""disease""},{""text"":""yara"",""type"":""symptom""}]";0;0
